id_student,code_module,code_presentation,total_assessments_submitted,overall_avg_score,overall_avg_days_late,total_failed_assessments,weighted_avg_score
612187,EEE,2013J,4,84.75,-0.75,0,83.76
612191,EEE,2013J,1,87.0,-2.0,0,87.0
612199,EEE,2013J,1,90.0,-1.0,0,90.0
612210,BBB,2013J,10,73.6,1.4,0,65.97979797979798
612212,BBB,2014B,2,69.0,1.0,0,61.666666666666664
612217,BBB,2013J,9,75.44444444444444,5.0,0,62.333333333333336
612230,BBB,2014J,5,83.2,-1.2,0,80.95
612235,GGG,2014J,7,88.57142857142857,-19.714285714285715,0,
612247,BBB,2014J,4,72.75,-1.75,0,65.23076923076923
612248,FFF,2014B,12,69.08333333333333,-21.333333333333332,0,65.0
612252,BBB,2013J,11,84.54545454545455,2.272727272727273,0,83.5
612255,BBB,2013J,11,89.63636363636364,0.0,0,85.87
612283,CCC,2014J,1,30.0,23.0,1,30.0
612283,DDD,2014B,2,31.0,0.0,2,30.444444444444443
612287,CCC,2014B,1,20.0,2.0,1,20.0
612319,GGG,2014B,9,73.88888888888889,-24.444444444444443,0,
612326,DDD,2014B,7,79.85714285714286,-1.4285714285714286,0,80.6625
612327,CCC,2014J,9,68.88888888888889,0.875,0,65.58
612327,EEE,2014B,4,93.5,-4.75,0,92.96
612337,BBB,2014J,1,1.0,0.0,1,
612355,BBB,2013J,10,93.6,1.6,0,90.07070707070707
612361,BBB,2013J,11,79.27272727272727,0.45454545454545453,0,75.29
612363,GGG,2014B,1,0.0,-2.0,1,
612370,BBB,2014B,10,72.3,3.9,0,68.35365853658537
612381,CCC,2014B,1,84.0,2.0,0,84.0
612397,CCC,2014B,1,30.0,2.0,1,30.0
612397,EEE,2014B,2,80.5,11.0,0,77.36363636363636
612429,GGG,2014J,9,86.88888888888889,-18.444444444444443,0,
612439,CCC,2014J,1,78.0,3.0,0,78.0
612439,DDD,2014B,5,79.4,-2.0,0,66.171875
612443,DDD,2014B,3,76.66666666666667,-2.0,0,76.0
612443,DDD,2014J,2,62.5,0.0,0,62.5
612449,CCC,2014J,1,22.0,3.0,1,22.0
612449,EEE,2014B,4,87.5,-3.0,0,86.48
612473,BBB,2014J,1,100.0,2.0,0,
612484,BBB,2013J,9,77.88888888888889,1.6666666666666667,0,65.77777777777777
612488,BBB,2013J,10,92.5,0.9,0,88.92682926829268
612517,BBB,2013J,5,65.6,2.0,0,64.51948051948052
612528,FFF,2014B,12,78.08333333333333,-50.75,0,82.25
612530,FFF,2014B,12,91.0,-54.916666666666664,0,92.25
612535,FFF,2014B,12,89.58333333333333,-69.58333333333333,0,92.25
612538,FFF,2014B,12,82.75,-69.58333333333333,0,91.75
612539,FFF,2014B,12,83.75,-52.666666666666664,0,86.5
612540,FFF,2014B,12,91.5,-20.5,0,91.75
612542,FFF,2014B,12,83.5,-57.666666666666664,0,86.5
612543,FFF,2014B,12,77.0,-68.0,0,84.5
612545,FFF,2014B,12,82.0,-80.91666666666667,0,89.5
612547,FFF,2014B,12,84.58333333333333,-76.41666666666667,0,88.75
612549,FFF,2014B,12,87.16666666666667,-65.0,0,88.75
612563,DDD,2014B,1,39.0,4.0,1,39.0
612565,GGG,2014B,9,82.55555555555556,-48.888888888888886,0,
612566,BBB,2014J,5,87.2,-1.8,0,84.85
612568,CCC,2014J,1,89.0,3.0,0,89.0
612598,FFF,2014B,1,98.0,0.0,0,98.0
612600,BBB,2014B,5,87.4,0.6,0,79.67441860465117
612607,FFF,2014B,7,88.0,-89.42857142857143,0,84.5
612621,GGG,2014B,9,77.77777777777777,-42.888888888888886,0,
612625,DDD,2014B,2,63.0,-1.5,0,64.0
612638,FFF,2014B,6,71.5,-93.16666666666667,0,71.5
612644,CCC,2014B,8,74.5,0.7142857142857143,0,65.671875
612644,EEE,2014B,4,90.5,-1.0,0,90.08
612656,BBB,2013J,11,89.9090909090909,1.0,0,82.49
612658,BBB,2013J,11,78.81818181818181,0.6363636363636364,0,83.55
612661,BBB,2013J,11,90.54545454545455,-1.5454545454545454,0,84.01
612669,DDD,2014B,2,48.5,4.0,0,48.22222222222222
612673,CCC,2014B,2,63.5,2.0,0,54.333333333333336
612673,EEE,2014B,1,67.0,0.0,0,67.0
612684,BBB,2013J,10,75.0,1.5,0,63.77777777777778
612690,GGG,2014B,9,79.88888888888889,-36.77777777777778,0,
612717,DDD,2014J,7,49.57142857142857,-0.5,0,52.525
612721,BBB,2014B,11,87.54545454545455,-0.5454545454545454,0,84.35
612740,FFF,2014B,12,69.91666666666667,-11.583333333333334,0,61.0
612750,BBB,2014J,5,67.2,-1.6,0,57.85
612756,BBB,2014B,11,84.54545454545455,-0.18181818181818182,0,79.97
612757,BBB,2013J,10,91.4,0.4,0,82.86585365853658
612797,GGG,2014B,8,79.0,-34.125,0,
612798,CCC,2014J,9,78.55555555555556,1.125,0,74.895
612814,CCC,2014B,9,97.66666666666667,-8.875,0,99.1
612822,DDD,2014B,2,47.5,-0.5,1,46.44444444444444
612841,BBB,2014B,11,77.18181818181819,0.8181818181818182,0,77.82
612842,FFF,2014J,12,77.83333333333333,-71.66666666666667,0,71.75
612860,CCC,2014J,9,78.0,1.25,0,84.465
612862,BBB,2014B,10,91.1,1.3,0,90.34146341463415
612870,GGG,2014B,8,64.375,-3.75,0,
612880,FFF,2014B,6,57.333333333333336,-42.333333333333336,0,47.666666666666664
612882,CCC,2014B,3,84.0,1.3333333333333333,0,85.77777777777777
612882,EEE,2014B,1,90.0,0.0,0,90.0
612891,BBB,2013J,11,73.9090909090909,1.0909090909090908,0,60.47
612903,GGG,2014B,8,91.875,-39.125,0,
612919,BBB,2014B,11,86.45454545454545,0.6363636363636364,0,75.78
612929,GGG,2014B,9,71.33333333333333,-29.22222222222222,1,
612935,DDD,2014B,1,46.0,-1.0,0,46.0
612982,FFF,2014B,12,59.583333333333336,-19.5,0,55.0
612986,GGG,2013J,9,75.0,-22.11111111111111,0,
613013,FFF,2014B,3,62.333333333333336,-0.3333333333333333,0,61.0
613015,GGG,2014B,9,88.44444444444444,-45.888888888888886,0,
613027,GGG,2014J,7,83.42857142857143,-29.714285714285715,0,
613038,BBB,2014B,9,82.55555555555556,1.6666666666666667,0,76.37037037037037
613039,GGG,2014B,3,64.33333333333333,-47.0,0,
613047,BBB,2014B,9,58.666666666666664,4.555555555555555,0,57.49382716049383
613059,GGG,2014J,9,78.33333333333333,-43.55555555555556,0,
613063,DDD,2014B,1,57.0,4.0,0,57.0
613091,EEE,2014B,2,82.5,10.0,0,81.81818181818181
613093,BBB,2014B,11,85.0,-3.090909090909091,0,73.81
613102,BBB,2014J,5,86.4,-16.2,0,82.2
613105,DDD,2014B,1,9.0,6.0,1,9.0
613107,DDD,2014B,7,87.42857142857143,-2.5714285714285716,0,88.325
613122,CCC,2014J,8,33.375,3.0,5,26.026041666666668
613122,EEE,2014B,4,79.75,0.0,0,78.52
613131,GGG,2014B,9,89.44444444444444,-42.111111111111114,0,
613133,CCC,2014B,9,93.44444444444444,3.0,0,92.855
613133,EEE,2014B,4,92.75,0.5,0,91.88
613135,BBB,2014J,5,34.8,-4.2,2,40.55
613152,FFF,2014B,2,85.0,-1.5,0,85.0
613158,BBB,2013J,11,82.81818181818181,1.0,0,76.16
613160,BBB,2013J,9,87.66666666666667,2.111111111111111,0,83.38271604938272
613161,BBB,2014B,1,38.0,0.0,1,38.0
613162,BBB,2013J,1,62.0,0.0,0,62.0
613162,BBB,2014B,10,79.0,2.0,1,67.36842105263158
613164,BBB,2013J,11,80.36363636363636,0.8181818181818182,0,77.58
613165,FFF,2014J,12,88.83333333333333,-97.16666666666667,0,80.5
613170,BBB,2014B,11,81.0,0.5454545454545454,0,75.44
613171,BBB,2013J,11,80.0,0.18181818181818182,0,67.57
613173,BBB,2013J,11,77.63636363636364,0.6363636363636364,0,64.19
613175,BBB,2013J,7,79.57142857142857,3.4285714285714284,0,67.11290322580645
613177,BBB,2013J,11,82.54545454545455,0.2727272727272727,0,71.7
613191,BBB,2013J,1,69.0,-1.0,0,69.0
613196,BBB,2013J,11,81.72727272727273,0.8181818181818182,0,71.12
613199,BBB,2013J,3,78.0,-0.3333333333333333,0,65.66666666666667
613199,BBB,2014B,7,74.14285714285714,3.857142857142857,0,70.16
613200,BBB,2013J,11,68.9090909090909,0.45454545454545453,0,67.05
613203,BBB,2013J,11,90.81818181818181,1.8181818181818181,0,86.91
613205,BBB,2014B,11,73.8,2.727272727272727,0,58.49
613208,BBB,2013J,11,71.81818181818181,1.7272727272727273,0,65.1
613213,EEE,2014B,4,94.25,-4.0,0,93.8
613226,FFF,2014B,4,51.5,-55.5,2,52.5
613235,GGG,2014B,8,72.375,-49.25,0,
613237,CCC,2014J,9,74.22222222222223,1.125,0,67.71
613255,FFF,2014B,12,74.83333333333333,0.5833333333333334,0,76.75
613293,BBB,2013J,11,80.36363636363636,1.7272727272727273,0,69.87
613298,BBB,2013J,1,62.0,-1.0,0,62.0
613299,BBB,2014B,6,95.33333333333333,0.5,0,90.9090909090909
613300,GGG,2014B,9,90.88888888888889,-48.22222222222222,0,
613310,CCC,2014B,5,95.4,3.4,0,95.0
613313,DDD,2014B,7,88.71428571428571,-2.0,0,89.2125
613330,FFF,2014J,12,80.08333333333333,-84.83333333333333,0,89.5
613355,BBB,2014B,10,77.8,-0.1,0,64.15853658536585
613370,CCC,2014J,9,95.0,1.125,0,92.25
613370,DDD,2014B,6,73.5,-2.6666666666666665,0,77.0
613416,BBB,2013J,9,78.44444444444444,3.7777777777777777,0,73.33333333333333
613418,BBB,2013J,11,87.0,0.9090909090909091,0,81.04
613426,BBB,2014B,11,87.63636363636364,-2.4545454545454546,0,78.9
613441,CCC,2014B,1,20.0,2.0,1,20.0
613447,FFF,2014B,4,79.75,-105.75,0,76.0
613459,FFF,2014B,4,85.0,-39.0,0,80.0
613461,CCC,2014B,9,65.77777777777777,1.25,2,52.85
613461,FFF,2014B,12,78.08333333333333,-0.9166666666666666,0,74.75
613464,FFF,2014B,12,72.83333333333333,-61.833333333333336,0,77.75
613466,DDD,2014B,7,87.14285714285714,-1.4285714285714286,0,85.3875
613501,CCC,2014B,7,73.85714285714286,-1.1666666666666667,0,70.1470588235294
613501,EEE,2014B,3,61.0,-1.6666666666666667,0,57.666666666666664
613574,FFF,2014B,4,61.75,-99.75,1,41.0
613593,FFF,2014B,12,71.16666666666667,-2.9166666666666665,0,78.0
613611,GGG,2014B,2,50.0,-0.5,0,
613616,GGG,2014B,9,77.88888888888889,-45.333333333333336,0,
613630,FFF,2014B,12,74.75,-54.416666666666664,0,70.25
613634,FFF,2014J,12,82.33333333333333,-32.833333333333336,0,75.5
613639,GGG,2014B,2,85.0,-3.0,0,
613644,CCC,2014J,1,89.0,3.0,0,89.0
613644,EEE,2014J,1,58.0,0.0,0,58.0
613646,GGG,2014B,6,88.16666666666667,-41.0,0,
613667,CCC,2014J,9,83.0,-2.0,0,75.515
613667,DDD,2014B,7,85.71428571428571,-8.285714285714286,0,89.525
613675,GGG,2014B,1,65.0,5.0,0,
613676,FFF,2014B,5,81.0,-66.2,0,76.0
613677,FFF,2014B,6,67.16666666666667,-49.666666666666664,0,63.666666666666664
613683,GGG,2014B,9,82.66666666666667,-47.0,0,
613691,GGG,2014B,9,82.77777777777777,-44.0,0,
613703,BBB,2014B,10,69.3,0.8,1,65.59756097560975
613717,FFF,2014B,3,59.666666666666664,-0.3333333333333333,0,62.0
613718,BBB,2014B,10,76.7,0.8,0,66.58585858585859
613720,GGG,2014B,9,94.11111111111111,-30.333333333333332,0,
613722,BBB,2014B,11,77.18181818181819,0.8181818181818182,0,69.96
613728,GGG,2014J,7,77.57142857142857,-34.857142857142854,0,
613735,BBB,2013J,10,92.2,2.1,0,85.57317073170732
613738,BBB,2013J,10,86.3,0.2,0,84.7439024390244
613743,BBB,2014B,10,91.2,7.0,0,87.04878048780488
613790,EEE,2014B,2,72.5,0.0,0,68.54545454545455
613791,BBB,2014B,5,77.8,0.6,0,63.51162790697674
613806,CCC,2014J,5,98.8,3.25,0,98.144
613832,BBB,2014B,6,67.16666666666667,3.0,0,54.70454545454545
613834,DDD,2014B,7,73.85714285714286,-1.4285714285714286,0,74.5
613842,BBB,2014B,4,78.5,0.5,0,73.52
613856,BBB,2014B,9,88.55555555555556,1.5555555555555556,0,84.51851851851852
613865,FFF,2014B,12,81.58333333333333,-42.583333333333336,0,87.0
613874,BBB,2014B,11,74.9090909090909,2.272727272727273,0,65.07
613876,DDD,2014B,3,19.333333333333332,1.3333333333333333,3,16.875
613881,BBB,2014B,10,85.2,0.4,0,87.7439024390244
613899,FFF,2014J,12,93.33333333333333,-51.5,0,90.5
613900,FFF,2014B,12,57.416666666666664,-45.75,2,47.5
613909,BBB,2014J,5,78.0,-0.8,0,73.25
613910,DDD,2014J,3,71.66666666666667,0.6666666666666666,0,72.0
613928,FFF,2014B,12,77.5,-16.166666666666668,0,71.25
613932,BBB,2014B,1,64.0,7.0,0,64.0
613946,BBB,2014B,9,88.77777777777777,0.2222222222222222,0,79.96296296296296
613952,FFF,2014B,12,81.08333333333333,-72.75,0,78.25
613953,EEE,2014J,4,83.5,-1.75,0,83.68
613954,CCC,2014J,5,90.8,3.25,0,97.632
613966,FFF,2014J,4,86.5,-88.0,0,79.0
613972,GGG,2014B,4,78.75,-26.25,0,
613981,GGG,2014B,7,75.57142857142857,1.1428571428571428,0,
613988,GGG,2014B,9,79.44444444444444,-15.333333333333334,1,
613993,GGG,2014B,3,82.66666666666667,-44.333333333333336,0,
614013,BBB,2013J,8,81.75,8.25,0,75.92063492063492
614025,DDD,2014B,1,33.0,10.0,1,33.0
614039,BBB,2014B,10,81.7,1.7,0,77.53535353535354
614059,CCC,2014B,8,63.75,1.2857142857142858,0,55.313131313131315
614059,FFF,2014J,12,84.33333333333333,-33.833333333333336,0,72.5
614064,BBB,2013J,10,82.2,4.2,0,77.48780487804878
614068,BBB,2013J,6,73.33333333333333,-0.5,0,60.63636363636363
614072,BBB,2013J,11,79.63636363636364,0.09090909090909091,0,69.99
614074,DDD,2014B,7,70.57142857142857,-0.7142857142857143,1,68.5
614083,FFF,2014B,3,65.0,3.0,1,32.5
614117,BBB,2014B,11,60.81818181818182,-0.5454545454545454,0,60.97
614129,GGG,2014B,8,58.0,-38.375,1,
614130,BBB,2014B,11,72.36363636363636,1.0909090909090908,0,72.98
614142,GGG,2014B,2,56.0,4.5,0,
614148,BBB,2013J,3,67.66666666666667,0.0,0,50.0
614159,BBB,2014J,5,45.4,-0.8,1,58.4
614162,GGG,2014B,9,89.88888888888889,-19.444444444444443,0,
614163,FFF,2014B,12,90.41666666666667,-77.25,0,91.0
614172,FFF,2014B,3,74.0,0.0,0,71.0
614176,DDD,2014B,7,82.85714285714286,-1.1428571428571428,0,81.95
614181,EEE,2014J,4,91.0,-1.25,0,90.4
614181,FFF,2014B,12,88.41666666666667,-13.916666666666666,0,87.0
614204,GGG,2014B,9,65.22222222222223,-9.222222222222221,0,
614212,BBB,2014B,11,72.18181818181819,3.727272727272727,0,63.87
614217,DDD,2014B,3,71.5,-4.333333333333333,0,40.4375
614224,GGG,2014B,1,80.0,17.0,0,
614233,GGG,2014B,1,60.0,0.0,0,
614234,EEE,2014B,4,85.25,-1.25,0,83.84
614241,DDD,2014B,7,41.857142857142854,6.0,4,38.25
614245,EEE,2014B,4,83.25,-0.5,0,81.96
614249,GGG,2014B,1,69.0,-2.0,0,
614263,CCC,2014B,1,70.0,2.0,0,70.0
614265,CCC,2014J,9,71.55555555555556,1.5,0,61.74
614265,DDD,2014B,6,83.16666666666667,-2.8333333333333335,0,85.26388888888889
614300,CCC,2014J,9,77.0,1.0,0,68.935
614300,EEE,2014J,4,93.75,-2.25,0,93.24
614345,CCC,2014B,1,0.0,2.0,1,0.0
614357,BBB,2014B,11,78.18181818181819,0.0,0,78.09
614381,FFF,2014B,4,53.75,0.0,1,47.666666666666664
614398,GGG,2014B,9,76.33333333333333,-36.111111111111114,0,
614406,DDD,2014B,3,64.33333333333333,-1.0,1,59.5
614419,GGG,2014B,9,75.33333333333333,-39.77777777777778,0,
614424,GGG,2014B,7,89.28571428571429,-58.57142857142857,0,
614458,CCC,2014J,9,94.77777777777777,-1.5,0,97.335
614471,DDD,2014B,4,69.75,-0.5,0,67.625
614477,CCC,2014B,9,59.111111111111114,2.0,1,47.25
614495,BBB,2013J,11,92.81818181818181,-0.2727272727272727,0,87.86
614546,BBB,2013J,11,94.63636363636364,-0.2727272727272727,0,91.98
614556,BBB,2013J,11,88.45454545454545,1.4545454545454546,0,79.35
614571,GGG,2014B,9,79.55555555555556,-40.333333333333336,0,
614582,GGG,2014B,7,82.85714285714286,-27.285714285714285,0,
614583,BBB,2014B,11,88.45454545454545,-0.36363636363636365,0,86.54
614599,FFF,2014B,2,81.0,-98.5,0,86.0
614601,BBB,2014B,9,90.33333333333333,1.4444444444444444,0,83.71604938271605
614629,BBB,2014B,11,91.63636363636364,2.272727272727273,0,88.53
614633,DDD,2014B,4,69.75,4.5,0,68.75
614649,DDD,2014B,2,30.0,1.5,1,28.77777777777778
614650,DDD,2014B,1,35.0,-1.0,1,35.0
614668,BBB,2014B,11,85.72727272727273,0.2727272727272727,0,78.39
614683,DDD,2014J,1,60.0,0.0,0,60.0
614693,BBB,2014B,9,93.0,-1.1111111111111112,0,88.08641975308642
614728,BBB,2014B,10,80.0,-0.5,0,80.0
614730,FFF,2014B,3,69.33333333333333,-67.66666666666667,0,69.0
614732,BBB,2014B,11,76.9090909090909,0.45454545454545453,0,72.58
614733,CCC,2014B,1,14.0,0.0,1,14.0
614733,FFF,2014B,9,53.44444444444444,-26.555555555555557,2,24.0
614734,BBB,2014B,7,83.85714285714286,1.1428571428571428,0,77.91935483870968
614737,EEE,2014J,1,64.0,1.0,0,64.0
614738,BBB,2014B,11,92.54545454545455,-0.18181818181818182,0,90.85
614741,BBB,2014B,10,91.1,-1.5,0,86.1951219512195
614742,BBB,2014B,10,79.6,0.6,0,83.26829268292683
614744,BBB,2014B,9,67.88888888888889,0.3333333333333333,0,65.1358024691358
614745,BBB,2014B,9,84.44444444444444,0.1111111111111111,0,78.70370370370371
614754,EEE,2014B,4,82.25,-11.5,0,81.2
614761,CCC,2014J,5,66.6,1.6,0,63.041666666666664
614764,FFF,2014B,12,68.0,-49.666666666666664,0,68.75
614791,DDD,2014J,7,82.42857142857143,-1.0,0,78.625
614798,GGG,2014J,9,72.33333333333333,-3.4444444444444446,0,
614801,FFF,2014B,7,58.714285714285715,-42.42857142857143,1,51.5
614804,CCC,2014B,5,66.0,4.0,1,62.8125
614804,CCC,2014J,9,66.11111111111111,2.875,1,72.675
614804,DDD,2014B,5,75.2,-0.4,0,75.671875
614808,DDD,2014B,5,69.2,0.0,0,69.72058823529412
614812,FFF,2014B,12,70.66666666666667,0.9166666666666666,0,69.0
614813,BBB,2014B,3,62.0,3.0,0,53.041666666666664
614844,CCC,2014B,5,93.4,2.0,0,98.896
614871,BBB,2014B,11,70.81818181818181,-1.0909090909090908,0,70.57
614887,FFF,2014B,12,84.08333333333333,-74.0,0,85.75
614892,GGG,2014B,9,88.33333333333333,-36.888888888888886,0,
614893,GGG,2014B,9,85.66666666666667,-51.333333333333336,0,
614909,BBB,2014B,11,89.45454545454545,0.36363636363636365,0,81.33
614930,DDD,2014B,1,38.0,0.0,1,38.0
614930,DDD,2014J,4,62.0,-0.75,1,53.5
614949,DDD,2014B,7,68.0,-1.8571428571428572,1,66.3125
614952,CCC,2014B,1,0.0,2.0,1,0.0
614952,EEE,2014B,1,40.0,7.0,0,40.0
614973,FFF,2014B,2,58.5,-103.5,0,62.0
614984,FFF,2014J,12,67.41666666666667,-70.75,0,56.5
615001,GGG,2014B,9,95.0,-22.555555555555557,0,
615025,BBB,2014B,9,87.33333333333333,3.6666666666666665,0,72.203125
615028,BBB,2014B,9,74.0,0.8888888888888888,0,65.4074074074074
615031,CCC,2014B,5,83.2,2.0,0,72.032
615075,CCC,2014J,9,94.66666666666667,-2.625,0,96.4
615075,DDD,2014B,7,82.0,-7.285714285714286,0,81.8625
615078,GGG,2014B,9,87.77777777777777,-38.666666666666664,0,
615085,GGG,2014B,1,69.0,1.0,0,
615090,BBB,2014B,10,81.4,3.3,0,72.3780487804878
615103,GGG,2014B,9,47.111111111111114,4.777777777777778,1,
615127,BBB,2013J,11,94.0909090909091,0.9090909090909091,0,93.0
615148,BBB,2013J,5,77.4,1.4,0,68.46511627906976
615165,BBB,2014J,2,76.0,-1.5,0,52.0
615173,BBB,2014B,9,73.75,4.888888888888889,0,55.57142857142857
615183,DDD,2014J,3,94.33333333333333,-1.3333333333333333,0,94.2
615184,DDD,2014B,2,74.5,-2.0,0,75.0
615218,BBB,2014B,1,48.0,0.0,0,48.0
615225,FFF,2014B,12,87.25,-67.33333333333333,0,88.25
615229,CCC,2014B,8,71.125,1.5714285714285714,1,57.979166666666664
615229,EEE,2014B,4,90.5,-0.75,0,91.04
615241,CCC,2014J,8,88.5,1.8571428571428572,0,93.37078651685393
615241,FFF,2014B,12,83.75,-53.833333333333336,0,80.0
615242,CCC,2014J,1,0.0,3.0,1,0.0
615242,EEE,2014B,2,35.5,0.0,1,25.818181818181817
615246,CCC,2014B,1,30.0,2.0,1,30.0
615249,CCC,2014B,8,65.375,4.0,1,62.80898876404494
615259,BBB,2014B,11,86.81818181818181,0.2727272727272727,0,77.93
615263,BBB,2014J,2,78.0,-4.5,0,56.0
615266,FFF,2014J,12,87.16666666666667,-75.41666666666667,0,87.75
615283,GGG,2014B,9,57.55555555555556,-31.0,3,
615299,FFF,2014J,12,85.75,-83.58333333333333,0,87.5
615300,GGG,2014B,7,76.57142857142857,-36.57142857142857,0,
615301,FFF,2014J,12,80.25,-67.66666666666667,0,79.0
615302,FFF,2014J,12,84.25,-62.75,0,83.0
615306,FFF,2014J,12,71.75,-67.33333333333333,0,77.25
615319,BBB,2014B,4,82.25,0.25,0,62.92
615321,CCC,2014B,1,20.0,2.0,1,20.0
615327,GGG,2014B,9,80.0,-35.111111111111114,1,
615328,FFF,2014J,6,76.66666666666667,-56.166666666666664,0,72.0
615340,FFF,2014J,11,51.09090909090909,-10.909090909090908,2,39.5
615342,FFF,2014J,11,59.0,-37.45454545454545,2,42.25
615356,FFF,2014J,9,69.33333333333333,-5.888888888888889,0,74.66666666666667
615377,GGG,2014B,9,79.88888888888889,-24.77777777777778,0,
615404,GGG,2014B,4,74.0,-23.5,0,
615425,GGG,2014B,8,64.375,-24.0,1,
615426,FFF,2014B,7,92.85714285714286,-82.85714285714286,0,93.33333333333333
615429,EEE,2014J,3,87.66666666666667,0.0,0,87.27777777777777
615429,FFF,2014B,2,47.0,0.5,0,47.0
615437,CCC,2014B,5,81.8,2.0,0,80.464
615438,DDD,2014B,1,79.0,-1.0,0,79.0
615439,FFF,2014B,12,70.5,-61.75,0,65.5
615443,BBB,2014B,9,85.0,0.5555555555555556,0,78.85185185185185
616334,CCC,2014B,1,28.0,-1.0,1,28.0
616334,DDD,2014B,5,48.2,-0.6,2,48.921875
616338,GGG,2014B,9,73.66666666666667,-2.3333333333333335,0,
616342,BBB,2013J,10,74.3,2.0,0,79.13414634146342
616354,BBB,2014B,1,46.0,0.0,0,46.0
616377,BBB,2014B,8,82.0,0.25,0,74.39682539682539
616383,FFF,2014B,12,94.91666666666667,-52.5,0,93.5
616386,CCC,2014J,9,59.22222222222222,1.375,1,51.375
616386,EEE,2014B,4,84.0,-1.75,0,83.88
616407,CCC,2014B,3,93.33333333333333,1.3333333333333333,0,94.55555555555556
616407,EEE,2014B,4,91.5,0.75,0,90.96
616439,CCC,2014J,8,37.375,1.625,3,37.28
616439,EEE,2014B,4,69.25,-1.0,0,67.48
616453,FFF,2014B,3,87.0,32.333333333333336,0,43.5
616457,GGG,2014B,8,90.125,-51.75,0,
616464,BBB,2014B,1,79.0,-2.0,0,79.0
616511,BBB,2014B,9,88.33333333333333,3.5555555555555554,0,85.35802469135803
616512,GGG,2014B,8,86.625,-42.625,0,
616517,FFF,2014J,12,89.5,-68.66666666666667,0,89.25
616526,BBB,2014B,6,71.0,0.5,0,75.43181818181819
616536,BBB,2014B,11,59.81818181818182,1.1818181818181819,0,62.39
616542,DDD,2014B,7,65.0,11.714285714285714,0,62.3375
616595,GGG,2014B,9,80.88888888888889,-0.5555555555555556,0,
616613,FFF,2014B,1,70.0,-1.0,0,70.0
616629,GGG,2014B,9,73.77777777777777,-20.22222222222222,1,
616646,CCC,2014J,3,54.0,1.6666666666666667,0,58.55555555555556
616646,FFF,2014B,12,74.0,-75.41666666666667,1,68.25
616658,CCC,2014J,9,82.22222222222223,1.375,0,78.965
616658,DDD,2014B,7,83.85714285714286,-1.4285714285714286,0,86.1375
616660,BBB,2014J,5,64.2,-0.8,1,78.0
616670,BBB,2014B,10,86.7,0.4,0,80.5
616672,GGG,2014B,9,85.77777777777777,-48.55555555555556,0,
616688,FFF,2014B,12,89.16666666666667,-75.75,0,90.75
616700,EEE,2014B,2,92.0,-0.5,0,91.72727272727273
616706,GGG,2014B,9,91.55555555555556,-37.888888888888886,0,
616708,EEE,2014B,1,96.0,9.0,0,96.0
616727,GGG,2014B,9,88.44444444444444,-33.666666666666664,0,
616728,GGG,2014B,2,64.0,6.5,0,
616735,BBB,2013J,11,86.45454545454545,1.1818181818181819,0,82.97
616739,BBB,2014B,11,72.0,1.4545454545454546,0,68.73
616742,GGG,2014B,9,78.77777777777777,-40.55555555555556,0,
616789,CCC,2014J,5,57.4,2.75,2,37.46456692913386
616789,FFF,2014B,12,77.91666666666667,-61.5,0,88.25
616794,FFF,2014B,12,62.25,-0.25,2,46.75
616831,CCC,2014B,7,62.0,3.1666666666666665,0,59.09411764705882
616831,EEE,2014B,4,87.75,4.25,0,86.64
616851,GGG,2014B,9,87.22222222222223,-47.22222222222222,0,
616862,DDD,2014J,1,35.0,12.0,1,35.0
616866,GGG,2014B,7,92.71428571428571,-18.714285714285715,0,
616870,CCC,2014J,9,91.77777777777777,1.0,0,85.07
616870,DDD,2014B,7,74.85714285714286,-2.142857142857143,0,73.7
616909,FFF,2014B,7,58.857142857142854,-5.428571428571429,1,52.0
616912,FFF,2014J,12,85.0,-40.833333333333336,0,89.5
616913,FFF,2014B,11,66.27272727272727,-76.81818181818181,0,61.333333333333336
616914,BBB,2014B,10,71.7,1.2,0,71.1829268292683
616919,BBB,2014B,11,83.18181818181819,-0.45454545454545453,0,83.55
616927,EEE,2014B,2,91.0,0.0,0,89.63636363636364
616952,DDD,2014B,5,66.2,0.8,0,61.3125
617010,FFF,2014B,3,67.66666666666667,-57.666666666666664,0,64.0
617010,FFF,2014J,12,72.5,-46.916666666666664,0,75.0
617012,BBB,2014B,9,87.88888888888889,1.8888888888888888,0,77.8641975308642
617014,FFF,2014B,12,78.91666666666667,-9.416666666666666,0,78.5
617018,FFF,2014B,12,58.083333333333336,1.0,1,51.75
617053,FFF,2014B,2,82.0,-100.0,0,90.0
617114,GGG,2014B,1,65.0,7.0,0,
617116,BBB,2013J,9,80.0,-0.7777777777777778,0,70.80246913580247
617119,FFF,2014J,12,85.33333333333333,-57.833333333333336,0,84.25
617126,BBB,2014B,3,69.0,5.333333333333333,0,60.666666666666664
617130,CCC,2014J,8,73.5,6.0,0,71.1685393258427
617130,FFF,2014B,3,79.0,4.666666666666667,0,74.0
617133,GGG,2014B,3,82.0,-41.666666666666664,0,
617134,BBB,2014B,7,85.0,0.7142857142857143,0,83.41935483870968
617146,BBB,2014B,3,73.66666666666667,-0.6666666666666666,0,57.541666666666664
617147,BBB,2014B,8,67.75,-0.375,1,50.111111111111114
617150,FFF,2014J,2,64.0,3.5,0,64.0
617190,BBB,2014B,10,65.0,1.4,0,67.6219512195122
