code_module,code_presentation,week_number,final_result,active_students,total_clicks,avg_clicks_per_student
CCC,2014B,18,Distinction,167,10775,3.5052049446974625
CCC,2014B,18,Fail,103,3137,3.765906362545018
CCC,2014B,18,Pass,372,20217,3.864105504587156
CCC,2014B,18,Withdrawn,71,2671,3.575635876840696
CCC,2014B,19,Distinction,173,14027,3.773742265267689
CCC,2014B,19,Fail,106,5108,4.299663299663299
CCC,2014B,19,Pass,392,28358,4.299272286234081
CCC,2014B,19,Withdrawn,81,3062,3.5276497695852536
CCC,2014B,20,Distinction,186,25838,4.918713116314487
CCC,2014B,20,Fail,145,16152,5.96234772978959
CCC,2014B,20,Pass,448,61430,5.584037814744114
CCC,2014B,20,Withdrawn,89,8989,5.721833227243794
CCC,2014B,21,Distinction,172,7470,2.6996747379833756
CCC,2014B,21,Fail,100,3000,2.9069767441860463
CCC,2014B,21,Pass,379,16306,2.996324880558618
CCC,2014B,21,Withdrawn,61,1928,2.8733233979135617
CCC,2014B,22,Distinction,178,8137,2.7323707186030894
CCC,2014B,22,Fail,117,4240,3.3811802232854866
CCC,2014B,22,Pass,423,15897,2.697607330731376
CCC,2014B,22,Withdrawn,53,2205,3.291044776119403
CCC,2014B,23,Distinction,159,8583,3.238867924528302
CCC,2014B,23,Fail,80,1437,2.379139072847682
CCC,2014B,23,Pass,366,13342,3.1064027939464496
CCC,2014B,23,Withdrawn,45,1331,3.199519230769231
CCC,2014B,24,Distinction,156,7887,3.216557911908646
CCC,2014B,24,Fail,66,1762,3.262962962962963
CCC,2014B,24,Pass,317,12720,3.3237522863862035
CCC,2014B,24,Withdrawn,35,1326,2.914285714285714
CCC,2014B,25,Distinction,154,8732,3.3858084528887167
CCC,2014B,25,Fail,66,1151,2.5241228070175437
CCC,2014B,25,Pass,315,11223,3.213917525773196
CCC,2014B,25,Withdrawn,25,1135,3.1095890410958904
CCC,2014B,26,Distinction,142,7583,3.2559038213825677
CCC,2014B,26,Fail,57,1506,2.674955595026643
CCC,2014B,26,Pass,312,12664,3.7312905126694167
CCC,2014B,26,Withdrawn,24,666,2.9469026548672566
CCC,2014B,27,Distinction,146,8714,3.393302180685358
CCC,2014B,27,Fail,69,2003,3.355108877721943
CCC,2014B,27,Pass,319,14820,3.5667870036101084
CCC,2014B,27,Withdrawn,18,346,2.907563025210084
CCC,2014B,28,Distinction,166,13515,3.46272098385857
CCC,2014B,28,Fail,82,3634,3.4841802492809206
CCC,2014B,28,Pass,376,23615,3.6663561558764166
CCC,2014B,28,Withdrawn,17,467,2.699421965317919
CCC,2014B,29,Distinction,184,22449,4.2468785471055615
CCC,2014B,29,Fail,91,5760,3.956043956043956
CCC,2014B,29,Pass,413,36747,4.115466457610035
CCC,2014B,29,Withdrawn,28,1392,3.6344647519582245
CCC,2014B,30,Distinction,182,25354,4.682179132040628
CCC,2014B,30,Fail,92,8304,5.2523719165085385
CCC,2014B,30,Pass,435,53583,5.3
CCC,2014B,30,Withdrawn,18,1813,5.493939393939394
CCC,2014B,31,Distinction,165,19012,4.363552903373881
CCC,2014B,31,Fail,51,1088,2.726817042606516
CCC,2014B,31,Pass,325,28936,4.706571242680546
CCC,2014B,31,Withdrawn,18,499,3.8091603053435112
CCC,2014B,32,Distinction,161,21973,4.612300587741394
CCC,2014B,32,Fail,43,916,2.801223241590214
CCC,2014B,32,Pass,315,30735,5.173371486281771
CCC,2014B,32,Withdrawn,13,311,4.1466666666666665
CCC,2014B,33,Distinction,185,25495,4.07724292339677
CCC,2014B,33,Fail,83,3510,3.891352549889135
CCC,2014B,33,Pass,430,42594,4.104259009443052
CCC,2014B,33,Withdrawn,6,25,2.5
CCC,2014B,34,Distinction,135,3714,2.695210449927431
CCC,2014B,34,Fail,32,268,1.9705882352941178
CCC,2014B,34,Pass,252,4813,2.42102615694165
CCC,2014B,34,Withdrawn,1,6,2.0
CCC,2014B,35,Distinction,90,942,2.492063492063492
CCC,2014B,35,Fail,24,116,1.901639344262295
CCC,2014B,35,Pass,162,1891,2.5798090040927693
CCC,2014B,35,Withdrawn,1,1,1.0
CCC,2014J,-1,Distinction,228,13084,3.1019440493124706
CCC,2014J,-1,Fail,208,6150,2.8367158671586714
CCC,2014J,-1,Pass,453,16811,2.8215844243034574
CCC,2014J,-1,Withdrawn,501,13128,2.647307924984876
CCC,2014J,0,Distinction,288,31619,4.1440366972477065
CCC,2014J,0,Fail,282,11165,3.340813883901855
CCC,2014J,0,Pass,606,36461,3.650115126639303
CCC,2014J,0,Withdrawn,666,26405,3.0378508973768983
CCC,2014J,1,Distinction,282,38228,4.5552907530981885
CCC,2014J,1,Fail,298,14269,3.4242860571154305
CCC,2014J,1,Pass,611,51485,4.25425549495951
CCC,2014J,1,Withdrawn,608,32270,3.6587301587301586
CCC,2014J,2,Distinction,291,36704,4.40465618624745
CCC,2014J,2,Fail,306,22824,4.886319845857418
CCC,2014J,2,Pass,625,63791,4.701923785656372
CCC,2014J,2,Withdrawn,597,42870,4.381643499591169
CCC,2014J,3,Distinction,292,33851,4.095704779189353
CCC,2014J,3,Fail,354,36898,4.8819793596189465
CCC,2014J,3,Pass,679,77518,4.634303820170981
CCC,2014J,3,Withdrawn,653,65530,4.706262568227521
CCC,2014J,4,Distinction,290,26472,4.027997565429093
CCC,2014J,4,Fail,288,10970,3.1432664756446993
CCC,2014J,4,Pass,621,36450,3.5665362035225048
CCC,2014J,4,Withdrawn,495,17778,3.074182950025938
CCC,2014J,5,Distinction,296,25161,3.8082336915392765
CCC,2014J,5,Fail,348,14357,3.0391617273497036
CCC,2014J,5,Pass,669,38250,3.3476282163486784
CCC,2014J,5,Withdrawn,502,20192,3.057077971233914
CCC,2014J,6,Distinction,271,19606,3.5947928126145947
CCC,2014J,6,Fail,257,7602,3.0915006100040667
CCC,2014J,6,Pass,589,26426,3.348029899911314
CCC,2014J,6,Withdrawn,366,8311,2.643447837150127
CCC,2014J,7,Distinction,253,20707,3.8777153558052433
CCC,2014J,7,Fail,210,6780,3.364764267990074
CCC,2014J,7,Pass,549,26004,3.425635621130286
CCC,2014J,7,Withdrawn,263,6035,2.8333333333333335
CCC,2014J,8,Distinction,266,19703,3.8938735177865613
CCC,2014J,8,Fail,200,6115,3.5163887291546865
CCC,2014J,8,Pass,541,28712,3.9673898024043113
CCC,2014J,8,Withdrawn,264,8038,3.2152
CCC,2014J,9,Distinction,280,22874,3.8651571476850286
CCC,2014J,9,Fail,219,10755,4.191348402182385
CCC,2014J,9,Pass,602,39277,4.2360871440897325
CCC,2014J,9,Withdrawn,250,9924,3.719640179910045
CCC,2014J,10,Distinction,290,31602,4.784557153671461
CCC,2014J,10,Fail,287,27201,5.415289667529365
CCC,2014J,10,Pass,671,67586,4.961897070699655
CCC,2014J,10,Withdrawn,309,24443,5.076427829698858
CCC,2014J,11,Distinction,235,9490,3.0280791320995535
CCC,2014J,11,Fail,136,2399,2.8157276995305165
CCC,2014J,11,Pass,422,11955,3.1246732880292734
CCC,2014J,11,Withdrawn,144,2357,2.462904911180773
CCC,2014J,12,Distinction,183,7033,3.1737364620938626
CCC,2014J,12,Fail,88,1327,2.3280701754385964
CCC,2014J,12,Pass,279,7137,2.900040633888663
CCC,2014J,12,Withdrawn,92,990,2.0245398773006134
CCC,2014J,13,Distinction,228,10031,3.2610533159947983
CCC,2014J,13,Fail,139,2951,3.0143003064351377
CCC,2014J,13,Pass,396,12060,3.2462987886944816
CCC,2014J,13,Withdrawn,123,1686,2.650943396226415
CCC,2014J,14,Distinction,265,14709,3.1322402044293014
CCC,2014J,14,Fail,210,4309,2.671419714817111
CCC,2014J,14,Pass,550,20530,3.1214839592519388
CCC,2014J,14,Withdrawn,168,2745,2.244480784955029
CCC,2014J,15,Distinction,266,16161,3.2840885998780736
CCC,2014J,15,Fail,204,6616,2.9055775142731664
CCC,2014J,15,Pass,591,26301,3.0696778711484596
CCC,2014J,15,Withdrawn,179,3865,2.6915041782729805
CCC,2014J,16,Distinction,288,22485,3.7177579365079363
CCC,2014J,16,Fail,248,9742,2.91066626829997
CCC,2014J,16,Pass,656,38162,3.5549138332557058
CCC,2014J,16,Withdrawn,177,5583,2.7624938149430975
CCC,2014J,17,Distinction,264,18975,3.906732550957381
CCC,2014J,17,Fail,183,5643,3.016034206306788
CCC,2014J,17,Pass,554,26594,4.031226314991663
CCC,2014J,17,Withdrawn,116,3022,2.8671726755218216
CCC,2014J,18,Distinction,264,15315,3.5336871250576833
CCC,2014J,18,Fail,165,5772,3.6075
CCC,2014J,18,Pass,529,24319,3.8333858764186632
CCC,2014J,18,Withdrawn,105,2406,3.104516129032258
CCC,2014J,19,Distinction,249,13206,3.6662965019433646
CCC,2014J,19,Fail,156,5295,3.5465505693235095
CCC,2014J,19,Pass,521,25259,3.798345864661654
CCC,2014J,19,Withdrawn,86,2785,3.5075566750629723
CCC,2014J,20,Distinction,272,20860,4.047341870391929
CCC,2014J,20,Fail,176,10306,4.426975945017182
CCC,2014J,20,Pass,595,42657,4.4517845961177205
CCC,2014J,20,Withdrawn,102,3517,3.499502487562189
CCC,2014J,21,Distinction,295,35453,4.689550264550265
CCC,2014J,21,Fail,232,27338,5.803014222033538
CCC,2014J,21,Pass,676,81346,5.3534715366897005
CCC,2014J,21,Withdrawn,128,12512,5.949595815501664
CCC,2014J,22,Distinction,279,15148,3.283051582141309
CCC,2014J,22,Fail,182,6638,3.238048780487805
CCC,2014J,22,Pass,608,24367,3.0056741087948686
CCC,2014J,22,Withdrawn,81,2554,3.592123769338959
CCC,2014J,23,Distinction,286,14016,3.320540156361052
CCC,2014J,23,Fail,198,7891,3.1488427773343974
CCC,2014J,23,Pass,648,29536,3.0856665273715
CCC,2014J,23,Withdrawn,82,2255,3.093278463648834
CCC,2014J,24,Distinction,269,9975,3.1566455696202533
CCC,2014J,24,Fail,158,3910,3.0193050193050195
CCC,2014J,24,Pass,555,18168,2.9642682329906997
CCC,2014J,24,Withdrawn,52,841,2.72168284789644
CCC,2014J,25,Distinction,252,10190,3.165579372475924
CCC,2014J,25,Fail,127,3169,2.939703153988868
CCC,2014J,25,Pass,519,16005,3.390171573819106
CCC,2014J,25,Withdrawn,37,409,1.7553648068669527
CCC,2014J,26,Distinction,234,11005,3.2358129961775948
CCC,2014J,26,Fail,116,3021,3.4446978335233753
CCC,2014J,26,Pass,465,15011,3.1436649214659687
CCC,2014J,26,Withdrawn,25,473,1.9149797570850202
CCC,2014J,27,Distinction,227,9789,3.5505984766050056
CCC,2014J,27,Fail,106,2606,2.653767820773931
CCC,2014J,27,Pass,448,19556,3.8809287557054972
CCC,2014J,27,Withdrawn,19,747,6.552631578947368
CCC,2014J,28,Distinction,236,12344,3.3371181400378482
CCC,2014J,28,Fail,113,3023,2.763254113345521
CCC,2014J,28,Pass,477,21904,3.72643756379721
CCC,2014J,28,Withdrawn,17,296,3.2888888888888888
CCC,2014J,29,Distinction,271,16629,3.5089681367377086
CCC,2014J,29,Fail,147,4331,2.799612152553329
CCC,2014J,29,Pass,568,26583,3.371765601217656
CCC,2014J,29,Withdrawn,17,469,5.153846153846154
CCC,2014J,30,Distinction,290,23238,3.8327560613557643
CCC,2014J,30,Fail,171,8668,3.823555359505955
CCC,2014J,30,Pass,644,47801,4.049902567143946
CCC,2014J,30,Withdrawn,17,1180,9.147286821705427
CCC,2014J,31,Distinction,281,30671,4.796090695856138
CCC,2014J,31,Fail,171,20058,6.416506717850288
CCC,2014J,31,Pass,647,77936,5.889963724304716
CCC,2014J,31,Withdrawn,17,1813,8.47196261682243
CCC,2014J,32,Distinction,260,19344,3.93250660703395
CCC,2014J,32,Fail,111,2401,2.6917040358744395
CCC,2014J,32,Pass,524,33764,4.295674300254453
CCC,2014J,32,Withdrawn,6,19,1.4615384615384615
CCC,2014J,33,Distinction,240,25951,4.392518618821937
CCC,2014J,33,Fail,86,2138,2.465974625144175
CCC,2014J,33,Pass,473,45000,4.926647689949639
CCC,2014J,33,Withdrawn,4,97,6.0625
CCC,2014J,34,Distinction,264,38462,4.482750582750583
CCC,2014J,34,Fail,103,5850,3.754813863928113
CCC,2014J,34,Pass,512,65890,5.11608044102803
CCC,2014J,34,Withdrawn,14,120,2.3529411764705883
CCC,2014J,35,Distinction,291,36339,4.342614722753346
CCC,2014J,35,Fail,151,7892,3.866731994120529
CCC,2014J,35,Pass,642,61813,4.337754385964912
CCC,2014J,35,Withdrawn,4,1295,4.90530303030303
CCC,2014J,36,Distinction,180,3454,2.179179810725552
CCC,2014J,36,Fail,56,686,2.1107692307692307
CCC,2014J,36,Pass,314,5716,2.916326530612245
CCC,2014J,37,Distinction,162,1701,1.975609756097561
CCC,2014J,37,Fail,57,361,1.9304812834224598
CCC,2014J,37,Pass,298,2535,1.9913589945011783
CCC,2014J,38,Distinction,140,1673,2.052760736196319
CCC,2014J,38,Fail,47,390,1.8396226415094339
CCC,2014J,38,Pass,250,2511,2.2662454873646207
CCC,2014J,39,Distinction,95,604,1.8641975308641976
CCC,2014J,39,Fail,32,154,1.7906976744186047
CCC,2014J,39,Pass,151,992,2.0327868852459017
DDD,2013B,-1,Distinction,33,1580,1.7575083426028921
DDD,2013B,-1,Fail,153,4627,2.003897791251624
DDD,2013B,-1,Pass,283,11203,2.005549588256355
DDD,2013B,-1,Withdrawn,170,4836,2.0319327731092436
DDD,2013B,0,Distinction,52,6798,2.427857142857143
DDD,2013B,0,Fail,291,20008,2.53522554485555
DDD,2013B,0,Pass,428,45411,2.539055074084428
DDD,2013B,0,Withdrawn,292,19661,2.351512976916637
DDD,2013B,1,Distinction,51,4048,2.593209481101858
DDD,2013B,1,Fail,281,17379,2.752019002375297
DDD,2013B,1,Pass,425,35138,2.6571385359951605
DDD,2013B,1,Withdrawn,275,15904,2.5581470162457776
DDD,2013B,2,Distinction,51,4955,2.7300275482093666
DDD,2013B,2,Fail,262,14579,2.718948153674002
DDD,2013B,2,Pass,419,32130,2.6028839922229423
DDD,2013B,2,Withdrawn,244,13563,2.675675675675676
DDD,2013B,3,Distinction,53,6621,2.8294871794871796
DDD,2013B,3,Fail,275,19209,2.6697706740792215
DDD,2013B,3,Pass,442,44514,2.674477289113194
DDD,2013B,3,Withdrawn,258,16097,2.520275559730703
DDD,2013B,4,Distinction,53,5683,2.7627613028682547
DDD,2013B,4,Fail,308,23870,2.6658476658476657
DDD,2013B,4,Pass,453,46141,2.6487370838117106
DDD,2013B,4,Withdrawn,257,18309,2.5948129251700682
DDD,2013B,5,Distinction,52,4002,2.6468253968253967
DDD,2013B,5,Fail,247,12598,2.690730457069628
DDD,2013B,5,Pass,425,28921,2.555987627043747
DDD,2013B,5,Withdrawn,203,10810,2.5180526438388076
DDD,2013B,6,Distinction,52,3801,2.770408163265306
DDD,2013B,6,Fail,232,9207,2.6260695949800343
DDD,2013B,6,Pass,420,22634,2.5598280931915856
DDD,2013B,6,Withdrawn,199,6847,2.4798985874683086
DDD,2013B,7,Distinction,54,4354,2.5901249256395005
DDD,2013B,7,Fail,241,11760,2.79268582284493
DDD,2013B,7,Pass,442,29865,2.621806689491704
DDD,2013B,7,Withdrawn,185,7903,2.578466557911909
DDD,2013B,8,Distinction,52,3963,2.757828810020877
DDD,2013B,8,Fail,259,17303,2.987396408839779
DDD,2013B,8,Pass,446,31543,2.8401764811813432
DDD,2013B,8,Withdrawn,192,11507,2.8231108930323847
DDD,2013B,9,Distinction,51,2164,2.635809987819732
DDD,2013B,9,Fail,196,5378,2.588065447545717
DDD,2013B,9,Pass,414,14007,2.4440760774733903
DDD,2013B,9,Withdrawn,141,3679,2.3418204964990452
DDD,2013B,10,Distinction,49,2597,2.518913676042677
DDD,2013B,10,Fail,191,6268,2.5678000819336337
DDD,2013B,10,Pass,422,17250,2.4607703281027105
DDD,2013B,10,Withdrawn,137,3235,2.3290136789056874
DDD,2013B,11,Distinction,52,2954,2.346306592533757
DDD,2013B,11,Fail,214,7755,2.44714420952982
DDD,2013B,11,Pass,434,20215,2.3208955223880596
DDD,2013B,11,Withdrawn,140,3651,2.2357624004898957
DDD,2013B,12,Distinction,54,4384,2.7246737103791174
DDD,2013B,12,Fail,233,11527,2.625740318906606
DDD,2013B,12,Pass,447,26100,2.4935511607910574
DDD,2013B,12,Withdrawn,139,5823,2.5394679459223726
DDD,2013B,13,Distinction,51,2292,2.4357066950053134
DDD,2013B,13,Fail,180,5033,2.439650993698497
DDD,2013B,13,Pass,413,15080,2.5074825407382773
DDD,2013B,13,Withdrawn,108,2239,2.2777212614445577
DDD,2013B,14,Distinction,50,2530,2.411820781696854
DDD,2013B,14,Fail,156,4033,2.30062749572162
DDD,2013B,14,Pass,411,15456,2.316546762589928
DDD,2013B,14,Withdrawn,91,1722,2.1180811808118083
DDD,2013B,15,Distinction,50,2385,2.2206703910614527
DDD,2013B,15,Fail,168,4545,2.4687669744703964
DDD,2013B,15,Pass,404,15041,2.23691255205235
DDD,2013B,15,Withdrawn,93,1889,2.06448087431694
DDD,2013B,16,Distinction,53,2964,2.2817551963048497
DDD,2013B,16,Fail,178,6402,2.366728280961183
DDD,2013B,16,Pass,435,19379,2.1774157303370787
DDD,2013B,16,Withdrawn,91,2260,2.2668004012036107
DDD,2013B,17,Distinction,54,4614,2.8117001828153563
DDD,2013B,17,Fail,195,11806,2.9603811434302907
DDD,2013B,17,Pass,445,33820,2.737353298259814
DDD,2013B,17,Withdrawn,96,4623,2.68
DDD,2013B,18,Distinction,52,5662,3.615581098339719
DDD,2013B,18,Fail,152,8498,3.3169398907103824
DDD,2013B,18,Pass,423,35381,3.3309169647900583
DDD,2013B,18,Withdrawn,70,2674,2.687437185929648
DDD,2013B,19,Distinction,49,5707,3.8122912491649967
DDD,2013B,19,Fail,142,7893,3.3658848614072494
DDD,2013B,19,Pass,410,31587,3.3895267732589334
DDD,2013B,19,Withdrawn,70,2650,2.8311965811965814
DDD,2013B,20,Distinction,52,5238,3.4688741721854304
DDD,2013B,20,Fail,135,7412,3.343256653134867
DDD,2013B,20,Pass,411,31164,3.223750905141202
DDD,2013B,20,Withdrawn,63,2417,2.9583843329253368
DDD,2013B,21,Distinction,53,4652,3.1054739652870493
DDD,2013B,21,Fail,145,6811,3.0311526479750777
DDD,2013B,21,Pass,425,30571,2.987491449232874
DDD,2013B,21,Withdrawn,52,1876,2.6497175141242937
DDD,2013B,22,Distinction,54,4180,2.839673913043478
DDD,2013B,22,Fail,158,9515,3.2912487028709787
DDD,2013B,22,Pass,442,28662,2.9499794153972827
DDD,2013B,22,Withdrawn,57,2160,2.938775510204082
DDD,2013B,23,Distinction,49,1899,2.1530612244897958
DDD,2013B,23,Fail,114,3583,2.630690161527166
DDD,2013B,23,Pass,389,13907,2.269048784467287
DDD,2013B,23,Withdrawn,33,508,2.040160642570281
DDD,2013B,24,Distinction,50,2510,2.077814569536424
DDD,2013B,24,Fail,122,3163,2.0459249676584736
DDD,2013B,24,Pass,405,14302,2.1484152020429623
DDD,2013B,24,Withdrawn,30,526,2.423963133640553
DDD,2013B,25,Distinction,48,2014,2.0039800995024875
DDD,2013B,25,Fail,128,3231,2.158316633266533
DDD,2013B,25,Pass,415,13074,2.081847133757962
DDD,2013B,25,Withdrawn,35,398,1.737991266375546
DDD,2013B,26,Distinction,46,1486,1.9501312335958005
DDD,2013B,26,Fail,84,1064,1.988785046728972
DDD,2013B,26,Pass,342,7751,2.008551438196424
DDD,2013B,26,Withdrawn,17,217,1.920353982300885
DDD,2013B,27,Distinction,48,1454,2.0335664335664334
DDD,2013B,27,Fail,76,1427,2.11094674556213
DDD,2013B,27,Pass,329,8078,2.0149663257670243
DDD,2013B,27,Withdrawn,15,335,2.161290322580645
DDD,2013B,28,Distinction,49,1744,2.0861244019138754
DDD,2013B,28,Fail,106,2265,2.290192113245703
DDD,2013B,28,Pass,371,12098,2.1416179854841566
DDD,2013B,28,Withdrawn,16,223,1.9734513274336283
DDD,2013B,29,Distinction,49,2311,2.1517690875232773
DDD,2013B,29,Fail,119,4130,2.550957381099444
DDD,2013B,29,Pass,413,17574,2.3453890297611104
DDD,2013B,29,Withdrawn,21,690,2.816326530612245
DDD,2013B,30,Distinction,50,2035,2.207158351409978
DDD,2013B,30,Fail,107,2943,2.222809667673716
DDD,2013B,30,Pass,418,14535,2.2354660104583206
DDD,2013B,30,Withdrawn,14,552,2.746268656716418
DDD,2013B,31,Distinction,49,2126,2.2884822389666306
DDD,2013B,31,Fail,87,1915,2.061356297093649
DDD,2013B,31,Pass,373,13738,2.334409515717927
DDD,2013B,31,Withdrawn,11,1190,4.798387096774194
DDD,2013B,32,Distinction,51,2049,2.1145510835913313
DDD,2013B,32,Fail,96,2493,2.2746350364963503
DDD,2013B,32,Pass,393,16493,2.1641516861304293
DDD,2013B,32,Withdrawn,10,67,1.7179487179487178
DDD,2013B,33,Distinction,50,2859,2.62534435261708
DDD,2013B,33,Fail,91,2921,2.4608256107834876
DDD,2013B,33,Pass,424,15793,2.402342561606328
DDD,2013B,33,Withdrawn,6,19,1.7272727272727273
DDD,2013B,34,Distinction,38,685,2.5276752767527677
DDD,2013B,34,Fail,52,330,1.683673469387755
DDD,2013B,34,Pass,274,2915,1.8531468531468531
DDD,2013B,35,Distinction,22,63,1.7027027027027026
DDD,2013B,35,Fail,19,91,2.1666666666666665
DDD,2013B,35,Pass,115,601,1.6331521739130435
DDD,2013J,-1,Distinction,87,7947,2.5172632245802977
DDD,2013J,-1,Fail,251,7838,2.315509601181684
DDD,2013J,-1,Pass,539,26825,2.4328859060402683
DDD,2013J,-1,Withdrawn,326,10748,2.438294010889292
DDD,2013J,0,Distinction,92,12220,3.001719479243429
DDD,2013J,0,Fail,332,18155,2.385676741130092
DDD,2013J,0,Pass,674,52485,2.491455425804614
DDD,2013J,0,Withdrawn,429,22799,2.3963632541517765
DDD,2013J,1,Distinction,93,8696,3.2017673048600885
DDD,2013J,1,Fail,322,15902,2.5806556312885425
DDD,2013J,1,Pass,655,43222,2.6806003473083604
DDD,2013J,1,Withdrawn,390,18997,2.5984133497469566
DDD,2013J,2,Distinction,90,8325,2.7557100297914596
DDD,2013J,2,Fail,324,13143,2.542166344294004
DDD,2013J,2,Pass,669,41303,2.6022555443548385
DDD,2013J,2,Withdrawn,363,15448,2.6024258760107815
DDD,2013J,3,Distinction,88,8508,2.8665768194070083
DDD,2013J,3,Fail,296,13563,2.5992717516289767
DDD,2013J,3,Pass,680,47257,2.6098746341194015
DDD,2013J,3,Withdrawn,317,14078,2.5601018366975814
DDD,2013J,4,Distinction,93,8091,2.8083998611593195
DDD,2013J,4,Fail,341,20214,2.657638706284512
DDD,2013J,4,Pass,713,51891,2.6220818595250126
DDD,2013J,4,Withdrawn,358,19074,2.6272727272727274
DDD,2013J,5,Distinction,92,6150,2.8107861060329067
DDD,2013J,5,Fail,283,10152,2.438625990871967
DDD,2013J,5,Pass,674,38308,2.6323094894523464
DDD,2013J,5,Withdrawn,299,10761,2.406844106463878
DDD,2013J,6,Distinction,89,6006,2.657522123893805
DDD,2013J,6,Fail,258,8462,2.532774618377731
DDD,2013J,6,Pass,679,31240,2.5181363856198615
DDD,2013J,6,Withdrawn,263,7657,2.36619283065513
DDD,2013J,7,Distinction,90,6170,2.5891733109525807
DDD,2013J,7,Fail,242,9548,2.707884288145207
DDD,2013J,7,Pass,668,42136,3.041212558643089
DDD,2013J,7,Withdrawn,235,8195,2.6342012214721953
DDD,2013J,8,Distinction,92,5990,2.813527477689056
DDD,2013J,8,Fail,294,14922,2.8101694915254236
DDD,2013J,8,Pass,695,39610,2.6608894263065968
DDD,2013J,8,Withdrawn,239,9754,2.603149186015479
DDD,2013J,9,Distinction,90,4469,2.862908392056374
DDD,2013J,9,Fail,198,4529,2.3811777076761302
DDD,2013J,9,Pass,626,18630,2.3381024096385543
DDD,2013J,9,Withdrawn,187,4422,2.3273684210526318
DDD,2013J,10,Distinction,84,3224,2.5031055900621118
DDD,2013J,10,Fail,173,2947,2.160557184750733
DDD,2013J,10,Pass,586,14371,2.2068488943488944
DDD,2013J,10,Withdrawn,145,2373,2.085237258347979
DDD,2013J,11,Distinction,76,2062,2.217204301075269
DDD,2013J,11,Fail,118,1712,2.169835234474018
DDD,2013J,11,Pass,465,8107,2.0744626407369497
DDD,2013J,11,Withdrawn,118,1377,2.03397341211226
DDD,2013J,12,Distinction,85,3322,2.1755075311067453
DDD,2013J,12,Fail,192,3757,2.2838905775075986
DDD,2013J,12,Pass,647,17998,2.1855494839101395
DDD,2013J,12,Withdrawn,156,3347,2.093183239524703
DDD,2013J,13,Distinction,92,3924,2.3150442477876108
DDD,2013J,13,Fail,247,8012,2.421275309761257
DDD,2013J,13,Pass,702,28341,2.3341294679624442
DDD,2013J,13,Withdrawn,190,5388,2.424842484248425
DDD,2013J,14,Distinction,91,3868,2.377381684081131
DDD,2013J,14,Fail,198,4539,2.4668478260869566
DDD,2013J,14,Pass,644,18655,2.2282608695652173
DDD,2013J,14,Withdrawn,149,2717,2.1614956245027845
DDD,2013J,15,Distinction,87,3565,2.3500329597890572
DDD,2013J,15,Fail,178,3694,2.172941176470588
DDD,2013J,15,Pass,635,18317,2.237600781822624
DDD,2013J,15,Withdrawn,113,2395,2.197247706422018
DDD,2013J,16,Distinction,88,4147,2.314174107142857
DDD,2013J,16,Fail,166,3379,2.1536010197578075
DDD,2013J,16,Pass,618,19506,2.2045660036166366
DDD,2013J,16,Withdrawn,119,2062,2.1751054852320677
DDD,2013J,17,Distinction,93,4843,2.3975247524752477
DDD,2013J,17,Fail,178,4909,2.2622119815668205
DDD,2013J,17,Pass,665,26339,2.2855779243318293
DDD,2013J,17,Withdrawn,122,2559,2.268617021276596
DDD,2013J,18,Distinction,96,8002,3.099147947327653
DDD,2013J,18,Fail,217,9221,2.651998849582974
DDD,2013J,18,Pass,700,41351,2.6982707993474713
DDD,2013J,18,Withdrawn,126,3814,2.5026246719160103
DDD,2013J,19,Distinction,94,9358,3.66692789968652
DDD,2013J,19,Fail,170,7538,2.9642154935116003
DDD,2013J,19,Pass,663,40293,3.226020816653323
DDD,2013J,19,Withdrawn,96,3051,2.7338709677419355
DDD,2013J,20,Distinction,93,8206,3.5264288783841855
DDD,2013J,20,Fail,180,8898,3.337584396099025
DDD,2013J,20,Pass,677,40512,3.3198393837580924
DDD,2013J,20,Withdrawn,80,3426,3.12306289881495
DDD,2013J,21,Distinction,92,7658,3.376543209876543
DDD,2013J,21,Fail,163,5994,3.0211693548387095
DDD,2013J,21,Pass,651,35658,3.0848689332987282
DDD,2013J,21,Withdrawn,67,2384,3.0215462610899873
DDD,2013J,22,Distinction,95,6843,3.1476540938362465
DDD,2013J,22,Fail,158,5079,2.757328990228013
DDD,2013J,22,Pass,618,29970,2.8335066654060697
DDD,2013J,22,Withdrawn,59,1777,2.8341307814992027
DDD,2013J,23,Distinction,92,5679,2.885670731707317
DDD,2013J,23,Fail,162,4969,2.680151024811219
DDD,2013J,23,Pass,655,29856,2.676228038723557
DDD,2013J,23,Withdrawn,55,1769,2.4672245467224547
DDD,2013J,24,Distinction,91,5228,2.85215493726132
DDD,2013J,24,Fail,185,7539,2.9141863161963664
DDD,2013J,24,Pass,693,32647,2.7308239230447513
DDD,2013J,24,Withdrawn,58,1634,2.5294117647058822
DDD,2013J,25,Distinction,93,4134,2.396521739130435
DDD,2013J,25,Fail,134,2815,2.316872427983539
DDD,2013J,25,Pass,618,17223,2.208076923076923
DDD,2013J,25,Withdrawn,37,555,2.003610108303249
DDD,2013J,26,Distinction,88,2971,2.066063977746871
DDD,2013J,26,Fail,121,1789,2.0802325581395347
DDD,2013J,26,Pass,573,13197,2.0717425431711147
DDD,2013J,26,Withdrawn,32,481,1.8358778625954197
DDD,2013J,27,Distinction,84,2392,1.9399837793998378
DDD,2013J,27,Fail,112,1888,2.0908084163898115
